Id,Question,Answer
654,Adü- kocagür arası tam fiyatı nedir?,Adü ile Kocagür arası tam ücret 4 liradır.
655,Adü- kocagür arası indirimli ne kadar?,"Adü ile Kocagür arası indirimli ücret 2,65 liradır."
656,Adü- kocagür arası indirimli ücreti ne kadar?,"Adü ile Kocagür arası indirimli ücret 2,65 liradır."
657,Adü- kocagür arası indirimli ücreti nedir?,"Adü ile Kocagür arası indirimli ücret 2,65 liradır."
658,Adü- kocagür arası indirimli fiyatı ne kadar?,"Adü ile Kocagür arası indirimli ücret 2,65 liradır."
659,Adü- kocagür arası indirimli fiyatı nedir?,"Adü ile Kocagür arası indirimli ücret 2,65 liradır."
660,Adü- kocagür arası engelli ne kadar?,"Adü ile Kocagür arası engelli ücreti 2,65 liradır."
661,Adü- kocagür arası engelli ücreti ne kadar?,"Adü ile Kocagür arası engelli ücreti 2,65 liradır."
662,Adü- kocagür arası engelli ücreti nedir?,"Adü ile Kocagür arası engelli ücreti 2,65 liradır."
663,Adü- kocagür arası engelli fiyatı ne kadar?,"Adü ile Kocagür arası engelli ücreti 2,65 liradır."
664,Adü- kocagür arası engelli fiyatı nedir?,"Adü ile Kocagür arası engelli ücreti 2,65 liradır."
665,Adü- kocagür arası öğrenci ne kadar?,"Adü ile Kocagür arası öğrenci ücreti 2,65 liradır."
666,Adü- kocagür arası öğrenci ücreti ne kadar?,"Adü ile Kocagür arası öğrenci ücreti 2,65 liradır."
667,Adü- kocagür arası öğrenci ücreti nedir?,"Adü ile Kocagür arası öğrenci ücreti 2,65 liradır."
668,Adü- kocagür arası öğrenci fiyat ne kadar?,"Adü ile Kocagür arası öğrenci ücreti 2,65 liradır."
669,Adü- kocagür arası öğrenci fiyatı nedir?,"Adü ile Kocagür arası öğrenci ücreti 2,65 liradır."
670,606 kardeşköy e ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
671,606 numara kardeşköy e ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
672,606 numaralı otobüs kardeşköy e ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
673,606 kardeşköy e fiyat ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
674,606 numara kardeşköy fiyat ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
675,606 numara kardeşköy fiyatı nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
676,606 numaralı otobüsün kardeşköy fiyatı ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
677,606 numaralı otobüsün kardeşköy fiyatı nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
678,606 kardeşköy ücret ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
679,606 numara kardeşköy ücreti ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
680,606 numara kardeşköy ücreti nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
681,606 numaralı otobüsün kardeşköy ücreti ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
682,606 numaralı otobüsün kardeşköy ücreti nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
683,Adü- kardeşköy arası ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
684,Adü- kardeşköy arası fiyat nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
685,Adü- kardeşköy arası ücret nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
686,Adü- kardeşköy arası otobüs ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
687,Adü- kardeşköy arası otobüs ücreti ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
688,Adü- kardeşköy arası otobüs ücreti nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
689,Adü- kardeşköy arası otobüs fiyatı ne kadar?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
690,Adü- kardeşköy arası otobüs fiyatı nedir?,"Adü ile Kardeşköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır"
691,Adü- kardeşköy arası tam ne kadar?,Adü ile Kardeşköy arası tam ücret 4 liradır.
692,Adü- kardeşköy arası tam ücreti ne kadar?,Adü ile Kardeşköy arası tam ücret 4 liradır.
693,Adü- kardeşköy arası tam ücreti nedir?,Adü ile Kardeşköy arası tam ücret 4 liradır.
694,Adü- kardeşköy arası tam fiyatı ne kadar?,Adü ile Kardeşköy arası tam ücret 4 liradır.
695,Adü- kardeşköy arası tam fiyatı nedir?,Adü ile Kardeşköy arası tam ücret 4 liradır.
696,Adü- kardeşköy arası indirimli ne kadar?,Adü ile Kardeşköy arası indirimli ücret 2.65 liradır.
697,Adü- kardeşköy arası indirimli ücreti ne kadar?,Adü ile Kardeşköy arası indirimli ücret 2.65 liradır.
698,Adü- kardeşköy arası indirimli ücreti nedir?,Adü ile Kardeşköy arası indirimli ücret 2.65 liradır.
699,Adü- kardeşköy arası indirimli fiyatı ne kadar?,Adü ile Kardeşköy arası indirimli ücret 2.65 liradır.
700,Adü- kardeşköy arası indirimli fiyatı nedir?,Adü ile Kardeşköy arası indirimli ücret 2.65 liradır.
701,Adü- kardeşköy arası engelli ne kadar?,Adü ile Kardeşköy arası engelli ücreti 2.65 liradır.
702,Adü- kardeşköy arası engelli ücreti ne kadar?,Adü ile Kardeşköy arası engelli ücreti 2.65 liradır.
703,Adü- kardeşköy arası engelli ücreti nedir?,Adü ile Kardeşköy arası engelli ücreti 2.65 liradır.
704,Adü- kardeşköy arası engelli fiyatı ne kadar?,Adü ile Kardeşköy arası engelli ücreti 2.65 liradır.
705,Adü- kardeşköy arası engelli fiyatı nedir?,Adü ile Kardeşköy arası engelli ücreti 2.65 liradır.
706,Adü- kardeşköy arası öğrenci ne kadar?,Adü ile Kardeşköy arası öğrenci ücreti 2.65 liradır.
707,Adü- kardeşköy arası öğrenci ücreti ne kadar?,Adü ile Kardeşköy arası öğrenci ücreti 2.65 liradır.
708,Adü- kardeşköy arası öğrenci ücreti nedir?,Adü ile Kardeşköy arası öğrenci ücreti 2.65 liradır.
709,Adü- kardeşköy arası öğrenci fiyat ne kadar?,Adü ile Kardeşköy arası öğrenci ücreti 2.65 liradır.
710,Adü- kardeşköy arası öğrenci fiyatı nedir?,Adü ile Kardeşköy arası öğrenci ücreti 2.65 liradır.
711,606 kızılcaköy e ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
712,606 numara kızılcaköy e ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
713,606 numaralı otobüs kızılcaköy e ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
714,606 kızılcaköy e fiyat ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
715,606 numara kızılcaköy fiyat ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
716,606 numara kızılcaköy fiyatı nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
717,606 numaralı otobüsün kızılcaköy fiyatı ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
718,606 numaralı otobüsün kızılcaköy fiyatı nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
719,606 kızılcaköy ücret ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
720,606 numara kızılcaköy ücreti ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
721,606 numara kızılcaköy ücreti nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
722,606 numaralı otobüsün kızılcaköy ücreti ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
723,606 numaralı otobüsün kızılcaköy ücreti nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
724,Adü- kızılcaköy arası ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
725,Adü- kızılcaköy arası fiyat nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
726,Adü- kızılcaköy arası ücret nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
727,Adü- kızılcaköy arası otobüs ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
728,Adü- kızılcaköy arası otobüs ücreti ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
729,Adü- kızılcaköy arası otobüs ücreti nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
730,Adü- kızılcaköy arası otobüs fiyatı ne kadar?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
731,Adü- kızılcaköy arası otobüs fiyatı nedir?,"Adü ile Kızılcaköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
732,Adü- kızılcaköy arası tam ne kadar?,Adü ile Kızılcaköy arası tam ücret 4 liradır.
733,Adü- kızılcaköy arası tam ücreti ne kadar?,Adü ile Kızılcaköy arası tam ücret 4 liradır.
734,Adü- kızılcaköy arası tam ücreti nedir?,Adü ile Kızılcaköy arası tam ücret 4 liradır.
735,Adü- kızılcaköy arası tam fiyatı ne kadar?,Adü ile Kızılcaköy arası tam ücret 4 liradır.
736,Adü- kızılcaköy arası tam fiyatı nedir?,Adü ile Kızılcaköy arası tam ücret 4 liradır.
737,Adü- kızılcaköy arası indirimli ne kadar?,Adü ile Kızılcaköy arası indirimli ücret 2.65 liradır.
738,Adü- kızılcaköy arası indirimli ücreti ne kadar?,Adü ile Kızılcaköy arası indirimli ücret 2.65 liradır.
739,Adü- kızılcaköy arası indirimli ücreti nedir?,Adü ile Kızılcaköy arası indirimli ücret 2.65 liradır.
740,Adü- kızılcaköy arası indirimli fiyatı ne kadar?,Adü ile Kızılcaköy arası indirimli ücret 2.65 liradır.
741,Adü- kızılcaköy arası indirimli fiyatı nedir?,Adü ile Kızılcaköy arası indirimli ücret 2.65 liradır.
742,Adü- kızılcaköy arası engelli ne kadar?,Adü ile Kızılcaköy arası engelli ücreti 2.65 liradır.
743,Adü- kızılcaköy arası engelli ücreti ne kadar?,Adü ile Kızılcaköy arası engelli ücreti 2.65 liradır.
744,Adü- kızılcaköy arası engelli ücreti nedir?,Adü ile Kızılcaköy arası engelli ücreti 2.65 liradır.
745,Adü- kızılcaköy arası engelli fiyatı ne kadar?,Adü ile Kızılcaköy arası engelli ücreti 2.65 liradır.
746,Adü- kızılcaköy arası engelli fiyatı nedir?,Adü ile Kızılcaköy arası engelli ücreti 2.65 liradır.
747,Adü- kızılcaköy arası öğrenci ne kadar?,Adü ile Kızılcaköy arası öğrenci ücreti 2.65 liradır.
748,Adü- kızılcaköy arası öğrenci ücreti ne kadar?,Adü ile Kızılcaköy arası öğrenci ücreti 2.65 liradır.
749,Adü- kızılcaköy arası öğrenci ücreti nedir?,Adü ile Kızılcaköy arası öğrenci ücreti 2.65 liradır.
750,Adü- kızılcaköy arası öğrenci fiyat ne kadar?,Adü ile Kızılcaköy arası öğrenci ücreti 2.65 liradır.
751,Adü- kızılcaköy arası öğrenci fiyatı nedir?,Adü ile Kızılcaköy arası öğrenci ücreti 2.65 liradır.
752,606 dereağzı na ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
753,606 numara dereağzı na ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
754,606 numaralı otobüs dereağzı na ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
755,606 dereağzı na fiyat ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
756,606 numara dereağzı fiyat ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
757,606 numara dereağzı fiyatı nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
758,606 numaralı otobüsün dereağzı fiyatı ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
759,606 numaralı otobüsün kızılcaköy fiyatı nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
760,606 dereağzı ücret ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
761,606 numara dereağzı ücreti ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
762,606 numara dereağzı ücreti nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
763,606 numaralı otobüsün dereağzı ücreti ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
764,606 numaralı otobüsün dereağzı ücreti nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
765,Adü- dereağzı arası ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
766,Adü- dereağzı arası fiyat nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
767,Adü- dereağzı arası ücret nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
768,Adü- dereağzı arası otobüs ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
769,Adü- dereağzı arası otobüs ücreti ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
770,Adü- dereağzı arası otobüs ücreti nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
771,Adü- dereağzı arası otobüs fiyatı ne kadar?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
772,Adü- dereağzı arası otobüs fiyatı nedir?,"Adü ile Dereağzı arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
773,Adü- dereağzı arası tam ne kadar?,Adü ile Dereağzı arası tam ücret 4 liradır.
774,Adü- dereağzı arası tam ücreti ne kadar?,Adü ile Dereağzı arası tam ücret 4 liradır.
775,Adü- dereağzı arası tam ücreti nedir?,Adü ile Dereağzı arası tam ücret 4 liradır.
776,Adü- dereağzı arası tam fiyatı ne kadar?,Adü ile Dereağzı arası tam ücret 4 liradır.
777,Adü- dereağzı arası tam fiyatı nedir?,Adü ile Dereağzı arası tam ücret 4 liradır.
778,Adü- dereağzı arası indirimli ne kadar?,Adü ile Dereağzı arası indirimli ücret 2.65 liradır.
779,Adü- dereağzı arası indirimli ücreti ne kadar?,Adü ile Dereağzı arası indirimli ücret 2.65 liradır.
780,Adü- dereağzı arası indirimli ücreti nedir?,Adü ile Dereağzı arası indirimli ücret 2.65 liradır.
781,Adü- dereağzı arası indirimli fiyatı ne kadar?,Adü ile Dereağzı arası indirimli ücret 2.65 liradır.
782,Adü- dereağzı arası indirimli fiyatı nedir?,Adü ile Dereağzı arası indirimli ücret 2.65 liradır.
783,Adü- dereağzı arası engelli ne kadar?,Adü ile Dereağzı arası engelli ücreti 2.65 liradır.
784,Adü- dereağzı arası engelli ücreti ne kadar?,Adü ile Dereağzı arası engelli ücreti 2.65 liradır.
785,Adü- dereağzı arası engelli ücreti nedir?,Adü ile Dereağzı arası engelli ücreti 2.65 liradır.
786,Adü- dereağzı arası engelli fiyatı ne kadar?,Adü ile Dereağzı arası engelli ücreti 2.65 liradır.
787,Adü- dereağzı arası engelli fiyatı nedir?,Adü ile Dereağzı arası engelli ücreti 2.65 liradır.
788,Adü- dereağzı arası öğrenci ne kadar?,Adü ile Dereağzı arası öğrenci ücreti 2.65 liradır.
789,Adü- dereağzı arası öğrenci ücreti ne kadar?,Adü ile Dereağzı arası öğrenci ücreti 2.65 liradır.
790,Adü- dereağzı arası öğrenci ücreti nedir?,Adü ile Dereağzı arası öğrenci ücreti 2.65 liradır.
791,Adü- dereağzı arası öğrenci fiyat ne kadar?,Adü ile Dereağzı arası öğrenci ücreti 2.65 liradır.
792,Adü- dereağzı arası öğrenci fiyatı nedir?,Adü ile Dereağzı arası öğrenci ücreti 2.65 liradır.
793,607 germencik e ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
794,607 numara germencik e ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
795,607 numaralı otobüs germencik e ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
796,607 germencik e fiyat ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
797,607 numara germencik fiyat ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
798,607 numara germencik fiyatı nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
799,607 numaralı otobüsün germencik fiyatı ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
800,607 numaralı otobüsün germencik fiyatı nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
801,607 germencik ücret ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
802,607 numara germencik ücreti ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
803,607 numara germencik ücreti nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
804,607 numaralı otobüsün germencik ücreti ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
805,607 numaralı otobüsün germencik ücreti nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
806,Adü- germencik arası ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
807,Adü- germencik arası fiyat nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
808,Adü- germencik arası ücret nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
809,Adü- germencik arası otobüs ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
810,Adü- germencik arası otobüs ücreti ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
811,Adü- germencik arası otobüs ücreti nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
812,Adü- germencik arası otobüs fiyatı ne kadar?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
813,Adü- germencik arası otobüs fiyatı nedir?,"Adü ile Germencik arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
814,Adü- germencik arası tam ne kadar?,Adü ile Germencik arası tam ücret 5.5 liradır.
815,Adü- germencik arası tam ücreti ne kadar?,Adü ile Germencik arası tam ücret 5.5 liradır.
816,Adü- germencik arası tam ücreti nedir?,Adü ile Germencik arası tam ücret 5.5 liradır.
817,Adü- germencik arası tam fiyatı ne kadar?,Adü ile Germencik arası tam ücret 5.5 liradır.
818,Adü- germencik arası tam fiyatı nedir?,Adü ile Germencik arası tam ücret 5.5 liradır.
819,Adü- germencik arası indirimli ne kadar?,Adü ile Germencik arası indirimli ücret 4 liradır.
820,Adü- germencik arası indirimli ücreti ne kadar?,Adü ile Germencik arası indirimli ücret 4 liradır.
821,Adü- germencik arası indirimli ücreti nedir?,Adü ile Germencik arası indirimli ücret 4 liradır.
822,Adü- germencik arası indirimli fiyatı ne kadar?,Adü ile Germencik arası indirimli ücret 4 liradır.
823,Adü- germencik arası indirimli fiyatı nedir?,Adü ile Germencik arası indirimli ücret 4 liradır.
824,Adü- germencik arası engelli ne kadar?,Adü ile Germencik arası engelli ücreti 4 liradır.
825,Adü- germencik arası engelli ücreti ne kadar?,Adü ile Germencik arası engelli ücreti 4 liradır.
826,Adü- germencik arası engelli ücreti nedir?,Adü ile Germencik arası engelli ücreti 4 liradır.
827,Adü- germencik arası engelli fiyatı ne kadar?,Adü ile Germencik arası engelli ücreti 4 liradır.
828,Adü- germencik arası engelli fiyatı nedir?,Adü ile Germencik arası engelli ücreti 4 liradır.
829,Adü- germencik arası öğrenci ne kadar?,Adü ile Germencik arası öğrenci ücreti 4 liradır.
830,Adü- germencik arası öğrenci ücreti ne kadar?,Adü ile Germencik arası öğrenci ücreti 4 liradır.
831,Adü- germencik arası öğrenci ücreti nedir?,Adü ile Germencik arası öğrenci ücreti 4 liradır.
832,Adü- germencik arası öğrenci fiyat ne kadar?,Adü ile Germencik arası öğrenci ücreti 4 liradır.
833,Adü- germencik arası öğrenci fiyatı nedir?,Adü ile Germencik arası öğrenci ücreti 4 liradır.
834,607 hıdırbeyli ye ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
835,607 numara hıdırbeyli ye ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
836,607 numaralı otobüs hıdırbeyli ye ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
837,607 hıdırbeyli ye fiyat ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
838,607 numara hıdırbeyli fiyat ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
839,607 numara hıdırbeyli fiyatı nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
840,607 numaralı otobüsün hıdırbeyli fiyatı ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
841,607 numaralı otobüsün hıdırbeyli fiyatı nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
842,607 hıdırbeyli ücret ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
843,607 numara hıdırbeyli ücreti ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
844,607 numara hıdırbeyli ücreti nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
845,607 numaralı otobüsün hıdırbeyli ücreti ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
846,607 numaralı otobüsün hıdırbeyli ücreti nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
847,Adü- hıdırbeyli arası ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
848,Adü- hıdırbeyli arası fiyat nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
849,Adü- hıdırbeyli arası ücret nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
850,Adü- hıdırbeyli arası otobüs ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
851,Adü- hıdırbeyli arası otobüs ücreti ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
852,Adü- hıdırbeyli arası otobüs ücreti nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
853,Adü- hıdırbeyli arası otobüs fiyatı ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
854,Adü- hıdırbeyli arası otobüs fiyatı nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır."
855,Adü- hıdırbeyli arası tam ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.
856,Adü- hıdırbeyli arası tam ücreti ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.
857,Adü- hıdırbeyli arası tam ücreti nedir?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.
858,Adü- hıdırbeyli arası tam fiyatı ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.
859,Adü- hıdırbeyli arası tam fiyatı nedir?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.
860,Adü- hıdırbeyli arası indirimli ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.
861,Adü- hıdırbeyli arası indirimli ücreti ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.
862,Adü- hıdırbeyli arası indirimli ücreti nedir?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.
863,Adü- hıdırbeyli arası indirimli fiyatı ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.
864,Adü- hıdırbeyli arası indirimli fiyatı nedir?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.
865,Adü- hıdırbeyli arası engelli ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.
866,Adü- hıdırbeyli arası engelli ücreti ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.
867,Adü- hıdırbeyli arası engelli ücreti nedir?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.
868,Adü- hıdırbeyli arası engelli fiyatı ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.
869,Adü- hıdırbeyli arası engelli fiyatı nedir?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.
870,Adü- hıdırbeyli arası öğrenci ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.
871,Adü- hıdırbeyli arası öğrenci ücreti ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.
872,Adü- hıdırbeyli arası öğrenci ücreti nedir?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.
873,Adü- hıdırbeyli arası öğrenci fiyat ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.
874,Adü- hıdırbeyli arası öğrenci fiyatı nedir?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.
875,Adü'den Otogar'a giden birinci sefer saat kaçta?,Adü'den Otogar'a giden ilk seferimiz saat 06.15'te kalkmaktadır.
876,Adü'den Otogar'a giden ilk sefer saat kaçta?,Adü'den Otogar'a giden ilk seferimiz saat 06.15'te kalkmaktadır.
877,Forum Aydın'dan Otogar'a giden birinci sefer saat kaçta?,Forum Aydın'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadır.
878,Forum Aydın'dan Otogar'a giden ilk sefer saat kaçta?,Forum Aydın'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadır.
